season,name,position,team,adp,nn
2023,Jordan Matthews,TE,,296.9,jordan matthews
2023,Kahale Warring,TE,,298.2,kahale warring
2023,DaeSean Hamilton,WR,,299.5,daesean hamilton
2024,Christian McCaffrey,RB,SF,1.2,christian mccaffrey
2024,Tyreek Hill,WR,,2.7,tyreek hill
2024,CeeDee Lamb,WR,DAL,3.1,ceedee lamb
2024,Justin Jefferson,WR,MIN,4.9,justin jefferson
2024,Ja'Marr Chase,WR,CIN,5.6,ja marr chase
2024,Bijan Robinson,RB,ATL,6.5,bijan robinson
2024,Amon-Ra St. Brown,WR,DET,6.8,amon ra st brown
2024,Breece Hall,RB,NYJ,8.8,breece hall
2024,A.J. Brown,WR,NE,9.1,a j brown
2024,Garrett Wilson,WR,NYJ,11.7,garrett wilson
2024,Saquon Barkley,RB,PHI,12.6,saquon barkley
2024,Jahmyr Gibbs,RB,DET,12.7,jahmyr gibbs
2024,Jonathan Taylor,RB,IND,13.9,jonathan taylor
2024,Marvin Harrison,WR,ARI,15.4,marvin harrison
2024,Kyren Williams,RB,LAR,16.9,kyren williams
2024,Puka Nacua,WR,LAR,17.3,puka nacua
2024,Davante Adams,WR,LAR,17.6,davante adams
2024,Travis Etienne,RB,NO,18.4,travis etienne
2024,Drake London,WR,ATL,19.7,drake london
2024,Derrick Henry,RB,BAL,20.5,derrick henry
2024,Travis Kelce,TE,KC,20.8,travis kelce
2024,Josh Allen,QB,BUF,22.2,josh allen
2024,Chris Olave,WR,NO,23.4,chris olave
2024,Sam LaPorta,TE,DET,24.8,sam laporta
2024,De'Von Achane,RB,MIA,25.0,de von achane
2024,Brandon Aiyuk,WR,SF,26.6,brandon aiyuk
2024,Josh Jacobs,RB,GB,27.5,josh jacobs
2024,Isiah Pacheco,RB,DET,27.6,isiah pacheco
2024,Mike Evans,WR,SF,29.4,mike evans
2024,Patrick Mahomes,QB,KC,30.7,patrick mahomes
2024,Nico Collins,WR,HOU,31.1,nico collins
2024,Stefon Diggs,WR,,32.2,stefon diggs
2024,Deebo Samuel,WR,SF,33.3,deebo samuel
2024,Lamar Jackson,QB,BAL,34.4,lamar jackson
2024,Jalen Hurts,QB,PHI,34.7,jalen hurts
2024,Jaylen Waddle,WR,DEN,36.0,jaylen waddle
2024,DJ Moore,WR,BUF,37.1,dj moore
2024,Rachaad White,RB,WAS,38.5,rachaad white
2024,Cooper Kupp,WR,SEA,39.0,cooper kupp
2024,Michael Pittman,WR,PIT,40.8,michael pittman
2024,James Cook,RB,BUF,41.1,james cook
2024,C.J. Stroud,QB,HOU,41.4,c j stroud
2024,DK Metcalf,WR,PIT,43.1,dk metcalf
2024,Malik Nabers,WR,NYG,44.0,malik nabers
2024,Mark Andrews,TE,BAL,45.8,mark andrews
2024,Trey McBride,TE,ARI,46.0,trey mcbride
2024,Joe Mixon,RB,,47.7,joe mixon
2024,Alvin Kamara,RB,NO,48.0,alvin kamara
2024,DeVonta Smith,WR,PHI,48.7,devonta smith
2024,Kenneth Walker,RB,KC,50.6,kenneth walker
2024,Dalton Kincaid,TE,BUF,51.6,dalton kincaid
2024,Zay Flowers,WR,BAL,52.7,zay flowers
2024,George Kittle,TE,SF,53.2,george kittle
2024,Tank Dell,WR,HOU,54.0,tank dell
2024,Kyle Pitts,TE,ATL,55.3,kyle pitts
2024,Anthony Richardson,QB,IND,56.0,anthony richardson
2024,George Pickens,WR,DAL,57.0,george pickens
2024,Aaron Jones,RB,MIN,58.8,aaron jones
2024,Amari Cooper,WR,,59.6,amari cooper
2024,Tee Higgins,WR,CIN,60.1,tee higgins
2024,Joe Burrow,QB,CIN,61.2,joe burrow
2024,D'Andre Swift,RB,CHI,62.1,d andre swift
2024,James Conner,RB,ARI,62.5,james conner
2024,Keenan Allen,WR,,64.3,keenan allen
2024,David Montgomery,RB,HOU,65.8,david montgomery
2024,Christian Kirk,WR,SF,66.6,christian kirk
2024,Evan Engram,TE,DEN,67.6,evan engram
2024,Terry McLaurin,WR,WAS,68.7,terry mclaurin
2024,Rhamondre Stevenson,RB,NE,69.5,rhamondre stevenson
2024,Rashee Rice,WR,KC,69.7,rashee rice
2024,Dak Prescott,QB,DAL,71.2,dak prescott
2024,Rome Odunze,WR,CHI,72.6,rome odunze
2024,Najee Harris,RB,,73.6,najee harris
2024,Jayden Reed,WR,GB,74.6,jayden reed
2024,Chris Godwin,WR,TB,75.0,chris godwin
2024,Xavier Worthy,WR,KC,76.7,xavier worthy
2024,Tony Pollard,RB,TEN,76.9,tony pollard
2024,Kyler Murray,QB,MIN,78.1,kyler murray
2024,Brock Bowers,TE,LV,79.8,brock bowers
2024,Jordan Love,QB,GB,80.4,jordan love
2024,Raheem Mostert,RB,,81.9,raheem mostert
2024,Zamir White,RB,,82.2,zamir white
2024,Calvin Ridley,WR,TEN,83.4,calvin ridley
2024,David Njoku,TE,LAC,84.0,david njoku
2024,Jordan Addison,WR,MIN,85.1,jordan addison
2024,Jake Ferguson,TE,DAL,86.6,jake ferguson
2024,Nick Chubb,RB,,87.0,nick chubb
2024,Ladd McConkey,WR,LAC,88.3,ladd mcconkey
2024,Marquise Brown,WR,PHI,89.8,marquise brown
2024,Javonte Williams,RB,DAL,90.2,javonte williams
2024,Brock Purdy,QB,SF,90.2,brock purdy
2024,Zack Moss,RB,,92.8,zack moss
2024,Austin Ekeler,RB,,93.8,austin ekeler
2024,Keon Coleman,WR,BUF,94.1,keon coleman
2024,Diontae Johnson,WR,,95.0,diontae johnson
2024,DeAndre Hopkins,WR,,96.9,deandre hopkins
2024,Jonathon Brooks,RB,CAR,97.1,jonathon brooks
2024,Jaylen Warren,RB,PIT,97.7,jaylen warren
2024,Devin Singletary,RB,NYG,99.5,devin singletary
2024,Jaxon Smith-Njigba,WR,SEA,100.8,jaxon smith njigba
2024,Caleb Williams,QB,CHI,101.4,caleb williams
2024,Dallas Goedert,TE,PHI,102.2,dallas goedert
2024,Christian Watson,WR,GB,103.8,christian watson
2024,Tua Tagovailoa,QB,ATL,104.3,tua tagovailoa
2024,Brian Thomas,WR,JAX,104.6,brian thomas
2024,Dalton Schultz,TE,HOU,106.7,dalton schultz
2024,Tyjae Spears,RB,TEN,107.8,tyjae spears
2024,Brian Robinson,RB,ATL,108.8,brian robinson
2024,Jared Goff,QB,DET,109.9,jared goff
2024,T.J. Hockenson,TE,MIN,110.2,t j hockenson
2024,Jameson Williams,WR,DET,111.2,jameson williams
2024,Trey Benson,RB,ARI,111.7,trey benson
2024,Gus Edwards,RB,,113.5,gus edwards
2024,Ezekiel Elliott,RB,,114.3,ezekiel elliott
2024,Jayden Daniels,QB,WAS,115.1,jayden daniels
2024,Courtland Sutton,WR,DEN,116.8,courtland sutton
2024,Curtis Samuel,WR,,117.4,curtis samuel
2024,Chase Brown,RB,CIN,118.4,chase brown
2024,Romeo Doubs,WR,NE,118.6,romeo doubs
2024,Blake Corum,RB,LAR,120.1,blake corum
2024,Cole Kmet,TE,CHI,121.5,cole kmet
2024,Jerome Ford,RB,WAS,122.7,jerome ford
2024,Tyler Lockett,WR,,123.9,tyler lockett
2024,Justin Herbert,QB,LAC,124.0,justin herbert
2024,Trevor Lawrence,QB,JAX,125.7,trevor lawrence
2024,Pat Freiermuth,TE,PIT,125.8,pat freiermuth
2024,Khalil Shakir,WR,BUF,142.7,khalil shakir
2024,Adonai Mitchell,WR,NYJ,145.7,adonai mitchell
2024,Jakobi Meyers,WR,JAX,146.3,jakobi meyers
2024,Aaron Rodgers,QB,PIT,148.6,aaron rodgers
2024,Jerry Jeudy,WR,CLE,149.2,jerry jeudy
2024,Zach Charbonnet,RB,SEA,150.6,zach charbonnet
2024,Joshua Palmer,WR,BUF,151.8,joshua palmer
2024,Xavier Legette,WR,CAR,152.2,xavier legette
2024,Chuba Hubbard,RB,CAR,153.4,chuba hubbard
2024,Luke Musgrave,TE,GB,153.5,luke musgrave
2024,J.K. Dobbins,RB,DEN,155.3,j k dobbins
2024,Mike Williams,WR,,156.8,mike williams
2024,Kirk Cousins,QB,LV,157.4,kirk cousins
2024,Rico Dowdle,RB,PIT,160.2,rico dowdle
2024,Matthew Stafford,QB,LAR,162.8,matthew stafford
2024,Jaylen Wright,RB,MIA,163.4,jaylen wright
2024,Gabe Davis,WR,,164.2,gabe davis
2024,Rashid Shaheed,WR,SEA,165.2,rashid shaheed
2024,Ja'Lynn Polk,WR,NO,166.3,ja lynn polk
2024,Baker Mayfield,QB,TB,167.1,baker mayfield
2024,Ty Chandler,RB,NO,167.6,ty chandler
2024,Tyler Allgeier,RB,ARI,169.5,tyler allgeier
2024,Ben Sinnott,TE,WAS,170.8,ben sinnott
2024,Brandin Cooks,WR,,171.8,brandin cooks
2024,Adam Thielen,WR,,172.7,adam thielen
2024,Josh Downs,WR,IND,173.9,josh downs
2024,Cade Otton,TE,TB,174.0,cade otton
2024,Dontayvion Wicks,WR,PHI,179.5,dontayvion wicks
2024,Isaiah Likely,TE,NYG,181.0,isaiah likely
2024,Deshaun Watson,QB,CLE,181.1,deshaun watson
2024,Taysom Hill,TE,,183.2,taysom hill
2024,Ricky Pearsall,WR,SF,184.7,ricky pearsall
2024,Antonio Gibson,RB,,185.5,antonio gibson
2024,Kendre Miller,RB,NO,186.4,kendre miller
2024,Jahan Dotson,WR,ATL,187.2,jahan dotson
2024,Hunter Henry,TE,NE,188.0,hunter henry
2024,Jaleel McLaughlin,RB,DEN,188.5,jaleel mclaughlin
2024,Troy Franklin,WR,DEN,190.6,troy franklin
2024,MarShawn Lloyd,RB,GB,191.9,marshawn lloyd
2024,Darnell Mooney,WR,NYG,192.6,darnell mooney
2024,Tyler Conklin,TE,DET,193.4,tyler conklin
2024,Kimani Vidal,RB,LAC,194.6,kimani vidal
2024,Quentin Johnston,WR,LAC,195.2,quentin johnston
2024,DeMario Douglas,WR,NE,195.4,demario douglas
2024,Ray Davis,RB,BUF,197.1,ray davis
2024,Braelon Allen,RB,NYJ,198.9,braelon allen
2024,Tyrone Tracy,RB,NYG,199.1,tyrone tracy
2024,Elijah Mitchell,RB,PHI,200.2,elijah mitchell
2024,Roman Wilson,WR,PIT,201.4,roman wilson
2024,Will Levis,QB,TEN,205.1,will levis
2024,Bo Nix,QB,DEN,206.9,bo nix
2024,Bucky Irving,RB,TB,207.9,bucky irving
2024,Justin Fields,QB,KC,208.4,justin fields
2024,Jermaine Burton,WR,,209.4,jermaine burton
2024,Geno Smith,QB,NYJ,209.6,geno smith
2024,Rashod Bateman,WR,BAL,211.2,rashod bateman
2024,Dameon Pierce,RB,PHI,212.4,dameon pierce
2024,Chig Okonkwo,TE,WAS,213.8,chig okonkwo
2024,Luke McCaffrey,WR,WAS,214.6,luke mccaffrey
2024,Khalil Herbert,RB,,215.3,khalil herbert
2024,Michael Wilson,WR,ARI,216.7,michael wilson
2024,Noah Fant,TE,NO,216.9,noah fant
2024,Mike Gesicki,TE,CIN,218.5,mike gesicki
2024,Wan'Dale Robinson,WR,TEN,219.9,wan dale robinson
2024,J.J. McCarthy,QB,MIN,220.9,j j mccarthy
2024,Ja'Tavion Sanders,TE,CAR,221.4,ja tavion sanders
2024,Drake Maye,QB,NE,222.6,drake maye
2024,Malachi Corley,WR,CLE,223.0,malachi corley
2024,Clyde Edwards-Helaire,RB,,224.0,clyde edwards helaire
2024,Bryce Young,QB,CAR,225.3,bryce young
2024,Marvin Mims,WR,DEN,226.7,marvin mims
2024,Audric Estime,RB,NO,227.7,audric estime
2024,Javon Baker,WR,,228.4,javon baker
2024,Roschon Johnson,RB,CHI,229.6,roschon johnson
2024,Jonnu Smith,TE,,230.5,jonnu smith
2024,Alexander Mattison,RB,,231.0,alexander mattison
2024,Sam Darnold,QB,SEA,239.6,sam darnold
2024,Justice Hill,RB,BAL,240.2,justice hill
2024,Jalen McMillan,WR,TB,241.8,jalen mcmillan
2024,Tyler Boyd,WR,,242.9,tyler boyd
2024,AJ Dillon,RB,CAR,243.7,aj dillon
2024,Theo Johnson,TE,NYG,244.1,theo johnson
2024,Demarcus Robinson,WR,SF,244.2,demarcus robinson
2024,Tank Bigsby,RB,PHI,246.7,tank bigsby
2024,Will Shipley,RB,PHI,247.0,will shipley
2024,Greg Dortch,WR,DET,248.0,greg dortch
2024,Jalen Tolbert,WR,MIA,249.1,jalen tolbert
2024,Russell Wilson,QB,,250.9,russell wilson
2024,Dawson Knox,TE,BUF,251.6,dawson knox
2024,Odell Beckham,WR,NYG,251.8,odell beckham
2024,Derek Carr,QB,,253.3,derek carr
2024,Colby Parkinson,TE,LAR,254.0,colby parkinson
2024,Keaton Mitchell,RB,LAC,255.6,keaton mitchell
2024,DJ Chark,WR,,256.2,dj chark
2024,Daniel Jones,QB,IND,257.3,daniel jones
2024,Greg Dulcich,TE,MIA,258.0,greg dulcich
2024,Zach Ertz,TE,,258.2,zach ertz
2024,Gardner Minshew,QB,ARI,260.2,gardner minshew
2024,Dylan Laube,RB,LV,261.4,dylan laube
2024,Tucker Kraft,TE,GB,262.5,tucker kraft
2024,Brenden Rice,WR,GB,263.4,brenden rice
2024,Trey Sermon,RB,,263.9,trey sermon
2024,Isaac Guerendo,RB,SF,264.1,isaac guerendo
2024,Zay Jones,WR,,265.3,zay jones
2024,Jalin Hyatt,WR,NYG,265.8,jalin hyatt
2024,Michael Penix,QB,ATL,266.9,michael penix
2024,Devontez Walker,WR,BAL,267.2,devontez walker
2024,Michael Mayer,TE,LV,268.7,michael mayer
2024,D'Onta Foreman,RB,,269.7,d onta foreman
2024,Kenny Gainwell,RB,TB,270.5,kenneth gainwell
2024,Jelani Woods,TE,NYJ,270.8,jelani woods
2024,Juwan Johnson,TE,NO,271.4,juwan johnson
2024,Ty'Son Williams,RB,,272.0,ty son williams
2024,Anthony Jones,RB,,273.0,anthony jones
2024,Marqise Lee,WR,,274.0,marqise lee
2024,K.J. Costello,QB,,275.0,k j costello
2024,Hayden Hurst,TE,,275.8,hayden hurst
2024,Elijah Moore,WR,PHI,276.2,elijah moore
2024,Darius Slayton,WR,NYG,278.2,darius slayton
2024,Charlie Taumoepeau,TE,,279.0,charlie taumoepeau
2024,Malik Washington,WR,MIA,279.2,malik washington
2024,Daniel Bellinger,TE,TEN,279.7,daniel bellinger
2024,Anthony McFarland,RB,,280.0,anthony mcfarland
2024,Dylan McDuffie,RB,,281.0,dylan mcduffie
2024,Kendrick Bourne,WR,ARI,281.7,kendrick bourne
2024,Mike Weber,RB,,282.0,mike weber
2024,A.T. Perry,WR,PIT,282.8,a t perry
2024,MyCole Pruitt,TE,,283.0,mycole pruitt
2024,Rondale Moore,WR,,283.8,rondale moore
2024,Jon Hilliman,RB,,285.0,jon hilliman
2024,Jazz Ferguson,WR,,285.5,jazz ferguson
2024,Rasheen Ali,RB,BAL,286.0,rasheen ali
2024,Jalen Virgil,WR,,286.0,jalen virgil
2024,Jhamon Ausbon,WR,,287.0,jhamon ausbon
2024,James White,RB,,288.0,james white
2024,Ethan Fernea,WR,,289.0,ethan fernea
2024,Deuce Vaughn,RB,,289.9,deuce vaughn
2024,J.D. McKissic,RB,,290.0,j d mckissic
2024,Eric Tomlinson,TE,,290.0,eric tomlinson
2024,Aidan O'Connell,QB,LV,290.6,aidan o connell
2024,Tre Tucker,WR,LV,291.0,tre tucker
2024,Corey Clement,RB,,292.0,corey clement
2024,Speedy Noil,WR,,293.0,speedy noil
2024,K.J. Osborn,WR,TEN,293.5,k j osborn
2024,Peter LeBlanc,WR,,294.0,peter leblanc
2024,Jamaal Williams,RB,,294.4,jamaal williams
2024,Eli Stove,WR,,295.0,eli stove
2024,Caleb Huntley,RB,,295.5,caleb huntley
2024,Samaje Perine,RB,CIN,295.8,samaje perine
2024,Clayton Thorson,QB,NYG,296.0,clayton thorson
2024,Amba Etta-Tawo,WR,,296.0,amba etta tawo
2024,Kadarius Toney,WR,,296.3,kadarius toney
2024,Tyler Higbee,TE,LAR,296.4,tyler higbee
2024,Cole McDonald,QB,,297.0,cole mcdonald
2024,Eric Gray,RB,NYG,297.4,eric gray
2024,Ray Lawry,RB,,298.0,ray lawry
2024,Malcolm Brown,RB,,298.0,malcolm brown
2024,Jonathan Mingo,WR,DAL,298.2,jonathan mingo
2024,Josh Reynolds,WR,,299.9,josh reynolds
2024,Ja'Quan Gardner,RB,,300.0,ja quan gardner
2025,Ja'Marr Chase,WR,CIN,1.0,ja marr chase
2025,Saquon Barkley,RB,PHI,2.2,saquon barkley
2025,Bijan Robinson,RB,ATL,3.3,bijan robinson
2025,Jahmyr Gibbs,RB,DET,4.7,jahmyr gibbs
2025,Justin Jefferson,WR,MIN,5.5,justin jefferson
2025,CeeDee Lamb,WR,DAL,6.5,ceedee lamb
2025,Amon-Ra St. Brown,WR,DET,7.2,amon ra st brown
2025,Derrick Henry,RB,BAL,7.8,derrick henry
2025,Christian McCaffrey,RB,SF,9.2,christian mccaffrey
2025,Puka Nacua,WR,LAR,10.7,puka nacua
2025,Malik Nabers,WR,NYG,11.2,malik nabers
2025,Ashton Jeanty,RB,LV,12.6,ashton jeanty
2025,Nico Collins,WR,HOU,13.0,nico collins
2025,De'Von Achane,RB,MIA,14.6,de von achane
2025,Josh Jacobs,RB,GB,15.1,josh jacobs
2025,Brian Thomas,WR,JAX,15.8,brian thomas
2025,Drake London,WR,ATL,17.9,drake london
2025,Josh Allen,QB,BUF,18.5,josh allen
2025,A.J. Brown,WR,NE,19.6,a j brown
2025,Brock Bowers,TE,LV,20.2,brock bowers
2025,Lamar Jackson,QB,BAL,21.9,lamar jackson
2025,Jonathan Taylor,RB,IND,22.4,jonathan taylor
2025,Ladd McConkey,WR,LAC,23.1,ladd mcconkey
2025,Bucky Irving,RB,TB,23.4,bucky irving
2025,Kyren Williams,RB,LAR,25.2,kyren williams
2025,Chase Brown,RB,CIN,26.0,chase brown
2025,Tyreek Hill,WR,,27.4,tyreek hill
2025,Trey McBride,TE,ARI,28.1,trey mcbride
2025,James Cook,RB,BUF,29.4,james cook
2025,Jaxon Smith-Njigba,WR,SEA,30.7,jaxon smith njigba
2025,Jayden Daniels,QB,WAS,31.4,jayden daniels
2025,Tee Higgins,WR,CIN,31.8,tee higgins
2025,Jalen Hurts,QB,PHI,33.0,jalen hurts
2025,Joe Burrow,QB,CIN,34.3,joe burrow
2025,Alvin Kamara,RB,NO,35.5,alvin kamara
2025,George Kittle,TE,SF,36.0,george kittle
2025,Garrett Wilson,WR,NYJ,37.3,garrett wilson
2025,Breece Hall,RB,NYJ,38.4,breece hall
2025,Mike Evans,WR,SF,39.2,mike evans
2025,Omarion Hampton,RB,LAC,40.0,omarion hampton
2025,Marvin Harrison,WR,ARI,41.4,marvin harrison
2025,Terry McLaurin,WR,WAS,42.6,terry mclaurin
2025,Kenneth Walker,RB,KC,43.6,kenneth walker
2025,Davante Adams,WR,LAR,44.0,davante adams
2025,DK Metcalf,WR,PIT,45.4,dk metcalf
2025,Chuba Hubbard,RB,CAR,46.0,chuba hubbard
2025,James Conner,RB,ARI,47.5,james conner
2025,Sam LaPorta,TE,DET,47.6,sam laporta
2025,Patrick Mahomes,QB,KC,49.5,patrick mahomes
2025,Courtland Sutton,WR,DEN,50.3,courtland sutton
2025,DJ Moore,WR,BUF,51.6,dj moore
2025,TreVeyon Henderson,RB,NE,52.1,treveyon henderson
2025,David Montgomery,RB,HOU,53.6,david montgomery
2025,DeVonta Smith,WR,PHI,54.3,devonta smith
2025,Isiah Pacheco,RB,DET,55.8,isiah pacheco
2025,Xavier Worthy,WR,KC,57.6,xavier worthy
2025,Zay Flowers,WR,BAL,58.5,zay flowers
2025,T.J. Hockenson,TE,MIN,59.2,t j hockenson
2025,Travis Kelce,TE,KC,60.2,travis kelce
2025,George Pickens,WR,DAL,61.6,george pickens
2025,Tetairoa McMillan,WR,CAR,62.4,tetairoa mcmillan
2025,Jameson Williams,WR,DET,63.2,jameson williams
2025,RJ Harvey,RB,DEN,63.9,rj harvey
2025,Baker Mayfield,QB,TB,65.2,baker mayfield
2025,D'Andre Swift,RB,CHI,66.3,d andre swift
2025,Rashee Rice,WR,KC,66.5,rashee rice
2025,Aaron Jones,RB,MIN,67.6,aaron jones
2025,Travis Hunter,WR,JAX,68.9,travis hunter
2025,Jaylen Waddle,WR,DEN,69.6,jaylen waddle
2025,Tony Pollard,RB,TEN,70.7,tony pollard
2025,Calvin Ridley,WR,TEN,71.3,calvin ridley
2025,Bo Nix,QB,DEN,71.5,bo nix
2025,Mark Andrews,TE,BAL,73.8,mark andrews
2025,Jerry Jeudy,WR,CLE,74.3,jerry jeudy
2025,Chris Olave,WR,NO,75.8,chris olave
2025,Evan Engram,TE,DEN,76.2,evan engram
2025,Kaleb Johnson,RB,PIT,77.2,kaleb johnson
2025,Deebo Samuel,WR,SF,78.4,deebo samuel
2025,Rome Odunze,WR,CHI,79.7,rome odunze
2025,Joe Mixon,RB,,79.8,joe mixon
2025,David Njoku,TE,LAC,81.5,david njoku
2025,Tyler Warren,TE,IND,82.9,tyler warren
2025,Quinshon Judkins,RB,CLE,83.2,quinshon judkins
2025,Jakobi Meyers,WR,JAX,84.4,jakobi meyers
2025,Cooper Kupp,WR,SEA,85.6,cooper kupp
2025,Tyrone Tracy,RB,NYG,86.1,tyrone tracy
2025,Stefon Diggs,WR,,87.4,stefon diggs
2025,Matthew Golden,WR,GB,87.7,matthew golden
2025,Jared Goff,QB,DET,89.4,jared goff
2025,Emeka Egbuka,WR,TB,90.2,emeka egbuka
2025,Jordan Addison,WR,MIN,91.7,jordan addison
2025,Travis Etienne,RB,NO,92.4,travis etienne
2025,Kyler Murray,QB,MIN,93.7,kyler murray
2025,Brian Robinson,RB,ATL,94.8,brian robinson
2025,Jaylen Warren,RB,PIT,95.4,jaylen warren
2025,Ricky Pearsall,WR,SF,95.6,ricky pearsall
2025,Khalil Shakir,WR,BUF,98.5,khalil shakir
2025,Cam Skattebo,RB,NYG,100.3,cam skattebo
2025,Colston Loveland,TE,CHI,101.9,colston loveland
2025,Jordan Mason,RB,MIN,102.5,jordan mason
2025,Justin Herbert,QB,LAC,103.3,justin herbert
2025,J.K. Dobbins,RB,DEN,103.4,j k dobbins
2025,Chris Godwin,WR,TB,106.2,chris godwin
2025,Zach Charbonnet,RB,SEA,108.2,zach charbonnet
2025,Brock Purdy,QB,SF,109.6,brock purdy
2025,Kyle Pitts,TE,ATL,110.5,kyle pitts
2025,Dak Prescott,QB,DAL,111.1,dak prescott
2025,Jauan Jennings,WR,MIN,111.5,jauan jennings
2025,Javonte Williams,RB,DAL,113.0,javonte williams
2025,Dalton Kincaid,TE,BUF,114.8,dalton kincaid
2025,Tucker Kraft,TE,GB,115.3,tucker kraft
2025,Nick Chubb,RB,,116.4,nick chubb
2025,Michael Pittman,WR,PIT,117.2,michael pittman
2025,Austin Ekeler,RB,,119.3,austin ekeler
2025,Keon Coleman,WR,BUF,119.3,keon coleman
2025,C.J. Stroud,QB,HOU,121.7,c j stroud
2025,Jacory Croskey-Merritt,RB,WAS,122.2,jacory croskey merritt
2025,Jayden Reed,WR,GB,123.8,jayden reed
2025,Josh Downs,WR,IND,124.4,josh downs
2025,Jayden Higgins,WR,HOU,125.8,jayden higgins
2025,Jake Ferguson,TE,DAL,127.8,jake ferguson
2025,Drake Maye,QB,NE,129.5,drake maye
2025,Rashid Shaheed,WR,SEA,130.2,rashid shaheed
2025,Rhamondre Stevenson,RB,NE,131.6,rhamondre stevenson
2025,Keenan Allen,WR,,137.8,keenan allen
2025,Tank Bigsby,RB,PHI,139.5,tank bigsby
2025,Jonnu Smith,TE,,140.3,jonnu smith
2025,Jordan Love,QB,GB,141.2,jordan love
2025,Najee Harris,RB,,142.2,najee harris
2025,Jaydon Blue,RB,DAL,142.6,jaydon blue
2025,Brandon Aiyuk,WR,SF,143.5,brandon aiyuk
2025,Dallas Goedert,TE,PHI,145.0,dallas goedert
2025,Darnell Mooney,WR,NYG,146.9,darnell mooney
2025,Caleb Williams,QB,CHI,147.2,caleb williams
2025,J.J. McCarthy,QB,MIN,150.2,j j mccarthy
2025,Marvin Mims,WR,DEN,151.6,marvin mims
2025,Luther Burden,WR,CHI,153.0,luther burden
2025,Zach Ertz,TE,,154.4,zach ertz
2025,Braelon Allen,RB,NYJ,156.6,braelon allen
2025,Trey Benson,RB,ARI,157.5,trey benson
2025,Christian Kirk,WR,SF,158.8,christian kirk
2025,Jerome Ford,RB,WAS,161.0,jerome ford
2025,Justin Fields,QB,KC,162.9,justin fields
2025,Adam Thielen,WR,,163.1,adam thielen
2025,Rashod Bateman,WR,BAL,165.8,rashod bateman
2025,Cam Ward,QB,TEN,167.1,cam ward
2025,Rachaad White,RB,WAS,167.2,rachaad white
2025,Hunter Henry,TE,NE,171.4,hunter henry
2025,Bhayshul Tuten,RB,JAX,172.6,bhayshul tuten
2025,Tre' Harris,WR,LAC,173.7,tre harris
2025,Tyjae Spears,RB,TEN,174.0,tyjae spears
2025,Ollie Gordon,RB,MIA,175.0,ollie gordon
2025,Chig Okonkwo,TE,WAS,177.5,chig okonkwo
2025,Dylan Sampson,RB,CLE,178.4,dylan sampson
2025,Dont'e Thornton,WR,LV,179.5,dont e thornton
2025,Kareem Hunt,RB,,180.5,kareem hunt
2025,Xavier Legette,WR,CAR,181.8,xavier legette
2025,Joshua Palmer,WR,BUF,183.0,joshua palmer
2025,Amari Cooper,WR,,183.3,amari cooper
2025,Trevor Lawrence,QB,JAX,184.0,trevor lawrence
2025,Michael Penix,QB,ATL,185.1,michael penix
2025,Tyler Allgeier,RB,ARI,186.5,tyler allgeier
2025,Isaiah Likely,TE,NYG,187.1,isaiah likely
2025,Cedric Tillman,WR,CLE,188.4,cedric tillman
2025,Ray Davis,RB,BUF,191.3,ray davis
2025,Marquise Brown,WR,PHI,191.3,marquise brown
2025,Brenton Strange,TE,JAX,193.9,brenton strange
2025,Kyle Williams,WR,NE,194.6,kyle williams
2025,Isaac Guerendo,RB,SF,195.4,isaac guerendo
2025,Isaac TeSlaa,WR,DET,197.5,isaac teslaa
2025,Matthew Stafford,QB,LAR,199.5,matthew stafford
2025,Woody Marks,RB,HOU,201.5,woody marks
2025,Darren Waller,TE,,203.0,darren waller
2025,Tua Tagovailoa,QB,ATL,204.1,tua tagovailoa
2025,Romeo Doubs,WR,NE,205.1,romeo doubs
2025,DeMario Douglas,WR,NE,206.7,demario douglas
2025,Elic Ayomanor,WR,TEN,207.7,elic ayomanor
2025,Will Shipley,RB,PHI,208.0,will shipley
2025,Wan'Dale Robinson,WR,TEN,209.8,wan dale robinson
2025,Mason Taylor,TE,NYJ,210.2,mason taylor
2025,Bryce Young,QB,CAR,211.5,bryce young
2025,Rico Dowdle,RB,PIT,212.9,rico dowdle
2025,Pat Freiermuth,TE,PIT,213.1,pat freiermuth
2025,Elijah Arroyo,TE,SEA,214.7,elijah arroyo
2025,Blake Corum,RB,LAR,215.1,blake corum
2025,DeAndre Hopkins,WR,,215.3,deandre hopkins
2025,Mike Gesicki,TE,CIN,217.6,mike gesicki
2025,Jaylen Wright,RB,MIA,218.7,jaylen wright
2025,Jack Bech,WR,LV,219.7,jack bech
2025,Jaxson Dart,QB,NYG,225.2,jaxson dart
2025,Aaron Rodgers,QB,PIT,226.7,aaron rodgers
2025,Jalen Coker,WR,CAR,227.0,jalen coker
2025,Shedeur Sanders,QB,CLE,228.0,shedeur sanders
2025,Keaton Mitchell,RB,LAC,229.4,keaton mitchell
2025,Tory Horton,WR,SEA,230.8,tory horton
2025,Sam Darnold,QB,SEA,231.6,sam darnold
2025,Tyler Lockett,WR,,231.7,tyler lockett
2025,Cade Otton,TE,TB,233.1,cade otton
2025,Geno Smith,QB,NYJ,234.1,geno smith
2025,Tahj Brooks,RB,CIN,235.6,tahj brooks
2025,Kyle Monangai,RB,CHI,236.2,kyle monangai
